Activity ID,Activity Type [attrib],Task Name,Due At,Completed At,Farm Name,Field Name,Field ID,Job Status
1014105,ActualActivity,Connect Drip Tape,,2018-12-05T12:11:29.269-07:00,Delta Ranch,D-19 Block #10,435763,COMPLETE-NO-DUE-DATE-SET
1014105,ActualActivity,Connect Drip Tape,,2018-12-05T12:11:29.269-07:00,Delta Ranch,D-19 Block #7,432292,COMPLETE-NO-DUE-DATE-SET
1014105,ActualActivity,Connect Drip Tape,,2018-12-05T12:11:29.269-07:00,Delta Ranch,D-19 Block #8,435762,COMPLETE-NO-DUE-DATE-SET
1014105,ActualActivity,Connect Drip Tape,,2018-12-05T12:11:29.269-07:00,Delta Ranch,D-19 Block #9,432295,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #1,432298,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #10,435758,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #11,435781,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #12,432297,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #2,435754,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #3,432301,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #4,435755,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #5,432300,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #6,435756,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #7,432299,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block  #8,435757,COMPLETE-NO-DUE-DATE-SET
1014120,ActualActivity,Sub-Main Repair,,2018-12-05T12:16:16.430-07:00,Delta Ranch,D-18 Block #9,432296,COMPLETE-NO-DUE-DATE-SET
1014446,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2018-12-07T17:00:21.000-07:00,Pick Anderson,P-25,416022,COMPLETE-NO-DUE-DATE-SET
1015572,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2018-12-11T09:00:03.000-07:00,Las Animas,L-10,415992,COMPLETE-NO-DUE-DATE-SET
1015597,ActualActivity,Pre irrigation,,2018-12-11T08:00:18.000-07:00,Delta Ranch,D-01,416056,COMPLETE-NO-DUE-DATE-SET
1015838,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2018-12-20T16:00:08.000-07:00,Pick Anderson,P-26,416021,IN-PROGRESS-NO-DUE-DATE-SET
1015884,ActualActivity,Pre Irrigation- Sprinkler,,2018-12-10T21:09:43.000-07:00,Pick Anderson,P-14W,416002,COMPLETE-NO-DUE-DATE-SET
1015885,ActualActivity,Pre Irrigation- Sprinkler,,2018-12-10T21:00:30.000-07:00,Pick Anderson,P-14E,416003,COMPLETE-NO-DUE-DATE-SET
1015886,ActualActivity,Sprinkler Irrigation,,2018-12-10T14:00:45.000-07:00,Lone Tree,T-05,416047,COMPLETE-NO-DUE-DATE-SET
1016214,ActualActivity,Pri  irrigation cotton,,2018-12-14T16:00:45.000-07:00,Kreyenhagen,K-02,416127,COMPLETE-NO-DUE-DATE-SET
1016687,ActualActivity,Cilantro harvest 2nd cutting,,2018-12-15T17:39:17.000-07:00,Lone Tree,T-06,416048,COMPLETE-NO-DUE-DATE-SET
1018220,ActualActivity,Weed control,,2018-12-11T12:00:19.000-07:00,Hereford,H-06,416102,COMPLETE-NO-DUE-DATE-SET
1020147,ActualActivity,Pre Irrigation- Sprinkler,,2018-12-21T12:04:52.000-07:00,Las Animas,L-04,416116,COMPLETE-NO-DUE-DATE-SET
1020148,ActualActivity,Weeding Crew 2nd Pass,,2018-12-15T16:05:43.000-07:00,Las Animas,L-07E-South,427942,COMPLETE-NO-DUE-DATE-SET
1020369,ActualActivity,Drip Install,,2018-12-15T15:00:38.000-07:00,Pick Anderson,P-37,416107,IN-PROGRESS-NO-DUE-DATE-SET
1022200,ActualActivity,Pre emerge,,2018-12-15T15:30:35.000-07:00,Las Animas,L-25,416075,COMPLETE-NO-DUE-DATE-SET
1022215,ActualActivity,Pre emergency,,2018-12-14T15:30:23.000-07:00,Las Animas,L-27,416076,COMPLETE-NO-DUE-DATE-SET
1023229,ActualActivity,Sprinkler irrigation,,2018-12-16T08:00:01.000-07:00,Las Animas,L-03,416115,COMPLETE-NO-DUE-DATE-SET
1023235,ActualActivity,Sprinkler Irrigation,,2018-12-21T08:00:07.000-07:00,Las Animas,L-04,416116,DISCARDED-NO-DUE-DATE-SET
1031993,ActualActivity,Carrot planting Grimmway,,2019-01-04T10:29:37.000-07:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1033503,ActualActivity,Carrot planting,,2019-01-04T17:34:53.000-07:00,Elbon,E-06,416070,COMPLETE-NO-DUE-DATE-SET
1033763,ActualActivity,Crew removing cartons,,2019-01-05T10:00:02.000-07:00,Las Animas,L-27,416076,COMPLETE-NO-DUE-DATE-SET
1036049,ActualActivity,Crew opening irrigation lines,,2019-01-11T17:00:21.000-07:00,Las Animas,L-27,416076,COMPLETE-NO-DUE-DATE-SET
1041703,ActualActivity,Carrot Prowl,2019-01-08T13:00:00.000-07:00,2019-01-08T12:00:00.000-07:00,Delta Ranch,D-15,416117,COMPLETE-ON-TIME
1041703,ActualActivity,Carrot Prowl,2019-01-08T13:00:00.000-07:00,2019-01-08T12:00:00.000-07:00,Elbon,E-06,416070,COMPLETE-ON-TIME
1043349,ActualActivity,Lorox chemigation,,2019-01-12T03:00:40.000-07:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1043356,ActualActivity,Lorox chemigation,,2019-01-12T15:00:52.000-07:00,Elbon,E-06,416070,COMPLETE-NO-DUE-DATE-SET
1053955,ActualActivity,Crew opening Irrigation lines,,2019-01-19T17:15:43.000-07:00,Las Animas,L-27,416076,COMPLETE-NO-DUE-DATE-SET
1056068,ActualActivity,Moving  gated pipelines to  field,,2019-01-22T11:00:35.000-07:00,Las Animas,L-09,415991,COMPLETE-NO-DUE-DATE-SET
1057010,ActualActivity,Pre-Irrigation,,2019-01-22T12:02:41.863-07:00,Pick Anderson,P-44,416016,COMPLETE-NO-DUE-DATE-SET
1060511,ActualActivity,Herbicide,2019-01-17T12:00:00.000-07:00,2019-01-08T14:34:00.000-07:00,Lone Tree,T-09,416063,COMPLETE-ON-TIME
1061596,ActualActivity,Herbicide,2019-01-17T12:00:00.000-07:00,2019-01-08T14:34:00.000-07:00,Lone Tree,T-09,416063,COMPLETE-ON-TIME
1062098,ActualActivity,Furrow Irrigation- Gated Pipe,,2019-01-22T17:30:21.000-07:00,Las Animas,L-11,415998,COMPLETE-NO-DUE-DATE-SET
1062532,ActualActivity,Herbicide,2019-01-17T12:00:00.000-07:00,2019-01-08T13:45:00.000-07:00,Elbon,E-01 #02,457507,COMPLETE-ON-TIME
1062532,ActualActivity,Herbicide,2019-01-17T12:00:00.000-07:00,2019-01-08T13:45:00.000-07:00,Elbon,E-01 #03,457508,COMPLETE-ON-TIME
1062538,ActualActivity,Herbicide,2019-01-17T12:00:00.000-07:00,2019-01-08T14:45:00.000-07:00,Lone Tree,T-10 #02,457505,COMPLETE-ON-TIME
1062538,ActualActivity,Herbicide,2019-01-17T12:00:00.000-07:00,2019-01-08T14:45:00.000-07:00,Lone Tree,T-10 #03,457506,COMPLETE-ON-TIME
1062882,ActualActivity,Furrow Irrigation,,2019-01-25T10:00:55.000-07:00,Delta Ranch,D-13,416061,COMPLETE-NO-DUE-DATE-SET
1062939,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-01-30T08:00:35.000-07:00,Pick Anderson,P-01E,416043,IN-PROGRESS-NO-DUE-DATE-SET
1062942,ActualActivity,Pre-Irrigation,,2019-01-31T08:00:04.000-07:00,Pick Anderson,P-46,416018,COMPLETE-NO-DUE-DATE-SET
1063447,ActualActivity,Furrow Irrigation- Gated Pipe,,2019-01-30T20:00:13.000-07:00,Las Animas,L-10,415992,COMPLETE-NO-DUE-DATE-SET
1063448,ActualActivity,Furrow Irrigation- Gated Pipe,,2019-01-30T08:00:02.000-07:00,Las Animas,L-11,415998,COMPLETE-NO-DUE-DATE-SET
1063673,ActualActivity,Fungicide,,2019-01-24T18:00:19.000-07:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1063675,ActualActivity,Fungicide,,2019-01-24T17:00:42.000-07:00,Elbon,E-06,416070,COMPLETE-NO-DUE-DATE-SET
1063803,ActualActivity,Pre-Irrigation,,2019-02-01T15:00:30.000-07:00,Pick Anderson,P-26,416021,COMPLETE-NO-DUE-DATE-SET
1063804,ActualActivity,Furrow Irrigation,,2019-02-03T08:00:57.000-07:00,Pick Anderson,P-11,416040,COMPLETE-NO-DUE-DATE-SET
1064433,ActualActivity,Sprinkler Irrigation,,2019-01-24T18:30:46.000-07:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1064457,ActualActivity,Sprinkler Irrigation,,2019-01-24T17:30:03.000-07:00,Elbon,E-06,416070,COMPLETE-NO-DUE-DATE-SET
1064535,ActualActivity,Pre Irrigation,,2019-02-02T09:00:15.000-07:00,Hereford,H-05,416101,COMPLETE-NO-DUE-DATE-SET
1064536,ActualActivity,Pre irrigation,,2019-02-01T09:00:20.000-07:00,Hereford,H-23,416094,COMPLETE-NO-DUE-DATE-SET
1064538,ActualActivity,Pre irrigation,,2019-01-31T09:30:05.000-07:00,Hereford,H-25N,416001,COMPLETE-NO-DUE-DATE-SET
1064541,ActualActivity,Pre irrigation,,2019-01-31T09:30:27.000-07:00,Hereford,H-25S,416097,COMPLETE-NO-DUE-DATE-SET
1064698,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-01T09:00:41.000-07:00,Las Animas,L-30,416074,COMPLETE-NO-DUE-DATE-SET
1064699,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-01-31T08:30:52.000-07:00,Las Animas,L-09,415991,COMPLETE-NO-DUE-DATE-SET
1064800,ActualActivity,Pre-Irrigation,,2019-02-01T08:30:32.000-07:00,Pick Anderson,P-43,416020,COMPLETE-NO-DUE-DATE-SET
1064983,ActualActivity,Herbicide,2019-01-25T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Delta Ranch,D-11,416060,COMPLETE-LATE
1064983,ActualActivity,Herbicide,2019-01-25T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Kreyenhagen,K-04,416124,COMPLETE-LATE
1064984,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Delta Ranch,D-10,416059,COMPLETE-LATE
1064984,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Delta Ranch,D-12,416132,COMPLETE-LATE
1064984,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Delta Ranch,D-13,416061,COMPLETE-LATE
1064984,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Delta Ranch,D-14,416062,COMPLETE-LATE
1064984,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Delta Ranch,D-17,416118,COMPLETE-LATE
1064984,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-25T17:10:00.000-07:00,Pick Anderson,P-37,416107,COMPLETE-LATE
1064985,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-25T16:20:00.000-07:00,Las Animas,L-04,416116,COMPLETE-LATE
1065882,ActualActivity,Herbicide,,2019-01-28T14:20:19.000-07:00,Delta Ranch,D-09E Block #1,456863,COMPLETE-NO-DUE-DATE-SET
1065882,ActualActivity,Herbicide,,2019-01-28T14:20:19.000-07:00,Delta Ranch,D-09E Block #2,456864,COMPLETE-NO-DUE-DATE-SET
1065882,ActualActivity,Herbicide,,2019-01-28T14:20:19.000-07:00,Delta Ranch,D-09W,416121,COMPLETE-NO-DUE-DATE-SET
1065891,ActualActivity,Spraying Devrinol,,2018-10-29T18:00:02.000-06:00,Pick Anderson,P-17,416033,COMPLETE-NO-DUE-DATE-SET
1066044,ActualActivity,Cultivation,,2019-01-28T17:00:51.000-07:00,Delta Ranch,D-06,416057,COMPLETE-NO-DUE-DATE-SET
1066049,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-02T08:00:46.000-07:00,Las Animas,L-33,416077,COMPLETE-NO-DUE-DATE-SET
1066054,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-04T09:00:54.000-07:00,Delta Ranch,D-11,416060,COMPLETE-NO-DUE-DATE-SET
1066159,ActualActivity,Sprinkler irrigation 1hr,,2019-01-28T14:00:44.000-07:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1066169,ActualActivity,Sprinkler irrigation 1hr,,2019-01-28T13:00:57.000-07:00,Elbon,E-06,416070,COMPLETE-NO-DUE-DATE-SET
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Elbon,E-03,416067,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Elbon,E-04,416068,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Las Animas,L-03,416115,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Las Animas,L-05,415989,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Las Animas,L-06,415990,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-02,416009,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-12,416004,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-13E,416006,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-13W,416005,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-16W,416035,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-18,416032,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-38,416108,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-40,416109,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-41,416111,COMPLETE-LATE
1066181,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-01-28T14:08:34.949-07:00,Pick Anderson,P-42,416112,COMPLETE-LATE
1067426,ActualActivity,carrot planting 7lbs /acre sun 255,,2019-01-30T15:00:05.285-07:00,Delta Ranch,D-06,416057,COMPLETE-NO-DUE-DATE-SET
1068007,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-02T09:00:12.000-07:00,Las Animas,L-36,415995,COMPLETE-NO-DUE-DATE-SET
1068292,ActualActivity,Pre-Irrigation,,2019-02-06T08:00:12.000-07:00,Pick Anderson,P-47,416019,COMPLETE-NO-DUE-DATE-SET
1068293,ActualActivity,Pre-Irrigation,,2019-02-04T09:00:26.000-07:00,Pick Anderson,P-22,416029,COMPLETE-NO-DUE-DATE-SET
1068294,ActualActivity,Pre-Irrigation,,2019-02-06T17:30:48.000-07:00,Pick Anderson,P-27,416025,COMPLETE-NO-DUE-DATE-SET
1068295,ActualActivity,Drip irrigation,,2019-01-30T17:00:16.000-07:00,Pick Anderson,P-17,416033,COMPLETE-NO-DUE-DATE-SET
1068296,ActualActivity,Pre irrigation,,2019-01-30T14:00:50.000-07:00,Pick Anderson,P-43,416020,COMPLETE-NO-DUE-DATE-SET
1068297,ActualActivity,Pre irrigation,,2019-01-30T19:54:35.547-07:00,Pick Anderson,P-11,416040,COMPLETE-NO-DUE-DATE-SET
1068337,ActualActivity,Pre Irrigation,,2019-02-09T09:00:50.000-07:00,Hereford,H-24,416093,COMPLETE-NO-DUE-DATE-SET
1068338,ActualActivity,Pre Irrigation,,2019-02-05T14:00:36.000-07:00,Hereford,H-08,416103,COMPLETE-NO-DUE-DATE-SET
1069152,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-05T08:00:44.000-07:00,Las Animas,L-20,415999,COMPLETE-NO-DUE-DATE-SET
1069479,ActualActivity,Fertilizer,2019-01-30T12:00:00.000-07:00,2019-01-31T15:22:00.000-07:00,Lone Tree,T-05,416047,COMPLETE-LATE
1069479,ActualActivity,Fertilizer,2019-01-30T12:00:00.000-07:00,2019-01-31T15:22:00.000-07:00,Pick Anderson,P-14E,416003,COMPLETE-LATE
1069479,ActualActivity,Fertilizer,2019-01-30T12:00:00.000-07:00,2019-01-31T15:22:00.000-07:00,Pick Anderson,P-14W,416002,COMPLETE-LATE
1069481,ActualActivity,Herbicide,2019-02-01T12:00:00.000-07:00,2019-01-31T17:35:00.000-07:00,Delta Ranch,D-06,416057,COMPLETE-ON-TIME
1069488,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-30T12:35:00.000-07:00,Merced,D-18,437317,COMPLETE-LATE
1069488,ActualActivity,Herbicide,2019-01-24T12:00:00.000-07:00,2019-01-30T12:35:00.000-07:00,Merced,D-19,437316,COMPLETE-LATE
1071143,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-06T08:30:29.000-07:00,Las Animas,L-35,415997,COMPLETE-NO-DUE-DATE-SET
1071161,ActualActivity,Urea fertilizer,2019-01-30T12:00:00.000-07:00,2019-02-01T09:21:00.875-07:00,Pick Anderson,P-15,416036,COMPLETE-LATE
1071701,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-09T08:30:02.000-07:00,Delta Ranch,D-02,416000,COMPLETE-NO-DUE-DATE-SET
1071702,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-10T21:00:11.000-07:00,Elbon,E-08,416071,COMPLETE-NO-DUE-DATE-SET
1071981,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-10T09:00:42.000-07:00,Las Animas,L-31,415993,COMPLETE-NO-DUE-DATE-SET
1071982,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-09T12:14:31.000-07:00,Las Animas,L-35,415997,COMPLETE-NO-DUE-DATE-SET
1073056,ActualActivity,Pre Irrigation- Sprinkler,,2019-02-06T09:00:15.000-07:00,Delta Ranch,D-09E Block #1,456863,COMPLETE-NO-DUE-DATE-SET
1073056,ActualActivity,Pre Irrigation- Sprinkler,,2019-02-06T09:00:15.000-07:00,Delta Ranch,D-09E Block #2,456864,COMPLETE-NO-DUE-DATE-SET
1073137,ActualActivity,Pre Irrigation- Sprinkler,,2019-02-06T09:00:25.000-07:00,Delta Ranch,D-09W,416121,COMPLETE-NO-DUE-DATE-SET
1074947,ActualActivity,Pre-Irrigation,,2019-02-10T11:00:18.000-07:00,Pick Anderson,P-01W,416044,COMPLETE-NO-DUE-DATE-SET
1074962,ActualActivity,Pre-Irrigation,,2019-02-09T15:00:51.000-07:00,Pick Anderson,P-09,416038,COMPLETE-NO-DUE-DATE-SET
1074967,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-04T15:29:28.497-07:00,Pick Anderson,P-26,416021,COMPLETE-NO-DUE-DATE-SET
1077127,ActualActivity,Connect Drip Tape,,2019-01-28T17:30:38.000-07:00,Kreyenhagen,K-06,416123,COMPLETE-NO-DUE-DATE-SET
1077152,ActualActivity,Connect Drip Tape,,2019-01-29T17:00:44.000-07:00,Kreyenhagen,K-06,416123,COMPLETE-NO-DUE-DATE-SET
1077153,ActualActivity,Connect Drip Tape,,2019-01-30T17:30:00.000-07:00,Kreyenhagen,K-06,416123,COMPLETE-NO-DUE-DATE-SET
1080331,ActualActivity,Chemigation,,2019-02-06T17:00:50.000-07:00,Delta Ranch,D-06,416057,COMPLETE-NO-DUE-DATE-SET
1081242,ActualActivity,culitvation,2019-01-03T13:00:00.000-07:00,2019-01-02T01:00:00.000-07:00,Delta Ranch,D-15,416117,COMPLETE-ON-TIME
1081274,ActualActivity,culitvation,2019-01-02T13:00:00.000-07:00,2019-01-03T17:00:00.000-07:00,Elbon,E-06,416070,COMPLETE-LATE
1082521,ActualActivity,Spot spray,,2019-02-08T14:30:25.000-07:00,Las Animas,L-06,415990,COMPLETE-NO-DUE-DATE-SET
1083857,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-15T09:00:04.000-07:00,Deep Well,W-02,416013,COMPLETE-NO-DUE-DATE-SET
1083862,ActualActivity,Pre Irrigation- Sprinkler,,2019-02-18T09:00:27.000-07:00,Delta Ranch,D-26,416135,COMPLETE-NO-DUE-DATE-SET
1085077,ActualActivity,Herbicide,2019-02-09T12:00:00.000-07:00,2019-02-11T13:25:00.000-07:00,Hereford,H-06,416102,COMPLETE-LATE
1088343,ActualActivity,Drip irrigation,,2019-02-13T11:58:07.707-07:00,Pick Anderson,P-17,416033,COMPLETE-NO-DUE-DATE-SET
1088350,ActualActivity,Pre-Irrigation,,2019-02-13T14:00:00.000-07:00,Pick Anderson,P-16W,416035,COMPLETE-NO-DUE-DATE-SET
1088360,ActualActivity,Pre irrigation,,2019-02-14T09:00:09.000-07:00,Pick Anderson,P-24,416023,COMPLETE-NO-DUE-DATE-SET
1088373,ActualActivity,Pre irrigation,,2019-02-15T09:00:43.000-07:00,Pick Anderson,P-34,416106,COMPLETE-NO-DUE-DATE-SET
1088381,ActualActivity,Pre irrigation,,2019-02-20T14:00:00.000-07:00,Pick Anderson,P-23,416024,IN-PROGRESS-NO-DUE-DATE-SET
1088391,ActualActivity,Pre irrigation,,2019-02-03T10:00:14.000-07:00,Pick Anderson,P-01E,416043,COMPLETE-NO-DUE-DATE-SET
1088411,ActualActivity,Pre irrigation,,2019-02-12T09:00:52.000-07:00,Pick Anderson,P-13E,416006,COMPLETE-NO-DUE-DATE-SET
1088569,ActualActivity,Pre irrigation,,2019-02-08T09:00:25.000-07:00,Pick Anderson,P-47,416019,COMPLETE-NO-DUE-DATE-SET
1088618,ActualActivity,Pre irrigation,,2019-01-30T10:30:02.000-07:00,Pick Anderson,P-46,416018,COMPLETE-NO-DUE-DATE-SET
1088676,ActualActivity,Preirrigation,,2019-01-29T11:28:45.000-07:00,Pick Anderson,P-44,416016,COMPLETE-NO-DUE-DATE-SET
1088718,ActualActivity,Preirrigation,,2019-01-29T11:00:11.000-07:00,Pick Anderson,P-44,416016,COMPLETE-NO-DUE-DATE-SET
1088907,ActualActivity,Pre irrigation,,2019-01-29T11:00:18.000-07:00,Pick Anderson,P-44,416016,COMPLETE-NO-DUE-DATE-SET
1090544,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-20T08:00:22.000-07:00,Elbon,E-05,416069,COMPLETE-NO-DUE-DATE-SET
1094732,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-17T09:00:31.000-07:00,Deep Well,W-01,416012,COMPLETE-NO-DUE-DATE-SET
1094956,ActualActivity,Pre Irrigation- Furrow- Gated Pipe,,2019-02-17T08:00:10.000-07:00,Deep Well,W-01,416012,COMPLETE-NO-DUE-DATE-SET
1099434,ActualActivity,planting wheat,2019-01-30T13:00:00.000-07:00,2019-02-18T15:55:10.316-07:00,Las Animas,L-10,415992,COMPLETE-LATE
1099435,ActualActivity,planting,2019-02-01T12:00:00.000-07:00,2019-02-18T15:56:36.938-07:00,Pick Anderson,P-35,416008,COMPLETE-LATE
1099436,ActualActivity,planting,2019-02-01T13:00:00.000-07:00,2019-02-18T15:57:15.867-07:00,Pick Anderson,P-36,416113,COMPLETE-LATE
1099437,ActualActivity,planting,2019-01-30T13:00:00.000-07:00,2019-02-18T15:58:20.682-07:00,Pick Anderson,P-39,416110,COMPLETE-LATE
1099445,ActualActivity,grain planting,,2019-02-01T23:00:00.000-07:00,Pick Anderson,P-29,416026,COMPLETE-NO-DUE-DATE-SET
1100011,ActualActivity,Pre-Irrigation,,2019-02-25T09:00:34.000-07:00,Pick Anderson,P-23,416024,COMPLETE-NO-DUE-DATE-SET
1100017,ActualActivity,Pre-Irrigation,,2019-02-25T13:30:19.000-07:00,Pick Anderson,P-20,416031,COMPLETE-NO-DUE-DATE-SET
1100028,ActualActivity,Pre-Irrigation,,2019-02-19T11:39:25.503-07:00,Pick Anderson,P-10,416039,COMPLETE-NO-DUE-DATE-SET
1100439,ActualActivity,Pruning,,2019-02-23T16:45:43.000-07:00,Las Animas,L-25,416075,COMPLETE-NO-DUE-DATE-SET
1102038,ActualActivity,Drip tape  installation,,2019-02-20T07:38:41.000-07:00,Pick Anderson,P-38,416108,COMPLETE-NO-DUE-DATE-SET
1102717,ActualActivity,Herbicide,2019-02-08T12:00:00.000-07:00,2019-02-20T16:21:00.000-07:00,Delta Ranch,D-02,416000,COMPLETE-LATE
1102923,ActualActivity,Taking  sprinklers out the field,,2019-02-21T16:30:19.000-07:00,Delta Ranch,D-26,416135,COMPLETE-NO-DUE-DATE-SET
1102926,ActualActivity,Picking up sprinklers,,2019-02-26T17:30:51.000-07:00,Delta Ranch,D-03,416055,COMPLETE-NO-DUE-DATE-SET
1102927,ActualActivity,Picking up sprinklers,,2019-02-23T17:30:10.000-07:00,Pick Anderson,P-17,416033,COMPLETE-NO-DUE-DATE-SET
1103340,ActualActivity,Sprinkler irrigation 1hr,,2019-02-22T12:02:10.000-07:00,Delta Ranch,D-06,416057,COMPLETE-NO-DUE-DATE-SET
1105067,ActualActivity,Sprinkler irrigation 1hr,,2019-02-23T12:00:59.000-07:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1105068,ActualActivity,Sprinkler irrigation 1hr,,2019-02-23T12:00:36.000-07:00,Elbon,E-06,416070,COMPLETE-NO-DUE-DATE-SET
1105069,ActualActivity,Taking out sprinklers,,2019-02-23T17:30:38.000-07:00,Elbon,E-02,416066,COMPLETE-NO-DUE-DATE-SET
1105070,ActualActivity,Pruning,,2019-03-02T17:30:10.000-07:00,Las Animas,L-27,416076,COMPLETE-NO-DUE-DATE-SET
