the_geom,property_name,name,area,stroke,stroke_width,marker_size,fill,fill_opacity,crop_name
0106000020E610000001000000010300000001000000130000000C454EF23A2D5EC03A7B49512191424077855DF6F42C5EC0DF4E123B1E91424003ED9F94F32C5EC0B1434EAD1C914240DA2372439C2C5EC0D98056A9199142400D398A6E992C5EC02F9E330D1B91424012AB8ED5962C5EC0869165731C91424022712701892C5EC075C1BFEB5A91424076B85D35A12C5EC0613E7A9D74914240B75E68479F2C5EC07C3C664A78914240001CA1F9D82C5EC02347F80AD0914240440A7369EF2C5EC0ECC6004BF29142408D60E04FF32C5EC06907D4B1F79142404D346AD1F62C5EC0731AA734F8914240A00151F9FB2C5EC0181BD407F89142406A6DC871002D5EC0FE6828B4F6914240259E5C39042D5EC08D609999F4914240B0A2F13E362D5EC0EA19B9BDF4914240852D190E392D5EC02D2391D9F49142400C454EF23A2D5EC03A7B495121914240,Pick Anderson,P-27,134 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E610000001000000010300000001000000480000006882B5D6B12C5EC08ABA4FBB8C90424004C7182CB32C5EC086E3276E8890424085F1966BB02C5EC0F710A99284904240CE8892E6982C5EC026298B42759042406D0C382C952C5EC0EB5553FD739042405D7C202C8F2C5EC0A85B56216E904240024E9F028B2C5EC0E503CB976A9042404BCBE50A872C5EC0BE1C57B069904240B037815C822C5EC0B5C8B981699042401A30ED8F7B2C5EC09E8DF5FD69904240459F71E5722C5EC09351B9076A904240E1C5CDB16E2C5EC03359D61D6990424096B6C495692C5EC0B196D64A669042407BC30ADF622C5EC0C2E4C5276190424007FFA14C5D2C5EC0CFF922F05D904240E269B366582C5EC078F3589F5C904240854FF6D8512C5EC0D664015E5C904240FF7D092C4D2C5EC0FE0C4CCF5B904240F9D6A399472C5EC0A8CBB49758904240680E6B3A422C5EC09E9805A257904240E3E2A8153D2C5EC08485B20E57904240ADD9326B342C5EC07D5E3E185790424001900A672D2C5EC018D93572569042404AB3BDD1272C5EC02EAE55FA53904240617940AB232C5EC08965C5B04F9042401567FB39202C5EC0DA3C410E4B90424074D28E171D2C5EC0CE89A88E41904240540D51F2192C5EC0006CF8CE3890424018869204172C5EC026537B313190424016865DF9142C5EC06E76F0FC2C9042401D13BB2E122C5EC0F8A205C12B9042401735E1200F2C5EC0ED9D8A622C904240245677F0092C5EC0A5ABCACE2E904240F8FB23F7002C5EC083AA4CB533904240690D814AFB2B5EC07CB4B63C37904240D4C4C283FA2B5EC0DC511C153C9042408FDEED6AFA2B5EC0018C587442904240C1803B43FB2B5EC0858CFB7C48904240F8D8067BFA2B5EC07A9556B54D904240811B64D6F72B5EC0D69A101B5290424049860DABF52B5EC09E139725569042407A735D67F12B5EC06BC4115B59904240C1A5336FE92B5EC0E9246BCB59904240DFB98CF2DE2B5EC0B0407462569042407F9563ADD42B5EC0AA34BD1B5490424099B1546CD12B5EC060A30E7B529042400918996ECE2B5EC0E854F2FC4E9042407C254A39CB2B5EC03796B35C4A9042408EA4128FC72B5EC0BDF3DBF744904240A2023A94C42B5EC0490DE7B940904240D65E3DE1C02B5EC0F2C0C8943D9042402B2D7CECBC2B5EC017BB22ED3B90424068D71A6EB92B5EC03ADE1FAA3A9042403F0F07ABB52B5EC0A5147FA43B90424014031BEBB02B5EC0979814F53F904240B55C8DA1AC2B5EC003094EAA449042402FD648C8A72B5EC012A7997F469042403DCE04EFA42B5EC021D52603499042406BF76777A32B5EC0139F95144D904240969F9BE9A22B5EC0A1E936AF52904240CEDAAF59A42B5EC03289863E6F9042408C301E48A42B5EC02EE5FABD73904240CF4BCA82A32B5EC05A926636789042409663017AA32B5EC0313521767A9042400A88C1D8232C5EC076A2349CC59042400935ECC0272C5EC0A51F5C1DC49042404CDF31FE8F2C5EC000E369CE00914240FAC92609932C5EC0C646B4EC009142401C7798DC952C5EC05B00CCE8FF9042406EE49B8E972C5EC0D3508C39FC904240E10F5949992C5EC05F38914AF69042406882B5D6B12C5EC08ABA4FBB8C904240,Pick Anderson,P-32,130.1 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E610000001000000010300000001000000220000003D5FB409912B5EC009F6CEF89D90424063606C368D2B5EC0199A8E12A39042401E6BB1948A2B5EC0DB055FB8A69042406F7CD8F5872B5EC0539B469EA99042406E3BEB7B872B5EC0FC1E707FB0904240A5A1534E942B5EC0621F0F60B4904240F10BBCB6B22B5EC04A5834EBBF904240C9BB0287C02B5EC0C2CF7D9BC6904240A0996041CA2B5EC036D411BDCD904240D4D02ED0D82B5EC0D2C01EAFDA90424040EE8D85EB2B5EC0A0AABFEAEB904240F80C810CFD2B5EC07B7B6EDAFD904240B6374982062C5EC0547B533907914240C1B0531F112C5EC0A695ADC31191424081E127F71C2C5EC0A0A2A674219142402B53A1B1242C5EC0A9E3CEE7279142400B7C83682D2C5EC0EBA641B92D9142402F124E3B3E2C5EC0579A34C73691424078824A8E4D2C5EC0FAA340A03F914240EE338B4C612C5EC09FE97F854A914240888E01CC742C5EC0073426285691424002755710802C5EC09AB4CF925D91424038D260D7932C5EC0F2F1FF94099142409B2E33B1E22B5EC098DE5C6AA3904240A07DB058E12B5EC03E3553BAA4904240E3E72769A82B5EC0E606146282904240A4A2A65FA32B5EC0482B5035819042408E3B89CCA02B5EC0F55D851B81904240D4138E6C9E2B5EC0E507CD4383904240EAE118449C2B5EC06DFA488E86904240FD63DA129A2B5EC0EB2A7F188C904240C9850686972B5EC072B7755993904240C2758AD8942B5EC01E66D7FE999042403D5FB409912B5EC009F6CEF89D904240,Pick Anderson,P-31,87.4 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E61000000100000001030000000100000023000000EA82885A332B5EC0B1BDDCB44A914240CD3DD5F6782B5EC078E69C52FB9142408823D98EA62B5EC0B644DB6170924240E1834F8BA92B5EC05EEFE23F74924240ACBDB1A6AB2B5EC066E5FD54749242408B505038AF2B5EC02C3D9FB870924240E6B5759EB82B5EC05C7632765F924240ECF07F07C22B5EC0DE47D5734D92424080E47509C72B5EC01A83C5A54792424048230840CC2B5EC042DCD1B943924240B5DB2450D32B5EC01E0E6A60419242402B6A6416D72B5EC075701FA63F924240537C97D7D62B5EC04A5603213C924240309C6F16B52B5EC05FAFF2CEE5914240B42C609D762B5EC08E7FE817489142401C4888926D2B5EC074588BBC32914240B4348A3C6C2B5EC0F37A002F2E914240F32A9B4F6C2B5EC09320854F29914240B072DF9C6E2B5EC0D5CE9B63189142401D3F8EC8772B5EC069FD8A5EF79042406BCEEB88822B5EC058775829DA90424018C4587B842B5EC00A7FB65CD590424016DFB140852B5EC0EAEB4CE4D0904240BBFF6BB3822B5EC0C4F1AA4ACF90424070D86A18762B5EC0E27A308CCC904240FC7EC7BF6D2B5EC0E7754EF8C6904240DFA5567C682B5EC021F0DB25C39042408B9BB3F5622B5EC0131A4CEEBC904240632B50EB5D2B5EC0973D7D9BB590424091C9C9835C2B5EC06B0A658DB5904240503387AE542B5EC07F47FF5EBC9042401A7B107B4F2B5EC08F68E48ABF904240EDE434A34C2B5EC0822E6AAEC19042404B9FA06D332B5EC00ADB75D545914240EA82885A332B5EC0B1BDDCB44A914240,Pick Anderson,P-22,117.5 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E61000000100000001030000000100000023000000D19641E8682B5EC0E5278D969A9242401CEB124AA82B5EC02AD0FE963A9342407D770CD6AA2B5EC0355191903C9342407815EBAFB32B5EC0083F50E93F934240D2BEEB3CC12B5EC01FB60F514293424088036196C82B5EC0EA77729A3C93424034821B47CA2B5EC0216D424B39934240E77C6D81CB2B5EC043F46E973593424099D59E68CB2B5EC0188D2E962C9342405610C2B4C32B5EC04D6F14080C9342407347F93CC02B5EC00D29E404FC924240DF1ADB3ABC2B5EC0A3C2565CEE9242402BCFAA3CB32B5EC054E586A1D59242404B891D3BAC2B5EC0C2C4D7DAC4924240459D1FD8A72B5EC0670E14F6BA9242401DB19ACAA42B5EC0447EBBCFB1924240464D2A4DA32B5EC074A87F00A892424067025F37A32B5EC0EDF2573F9E924240966AAD12A42B5EC0EE11892794924240AA2E2BE8A42B5EC0A7C09E8F8B924240C0D39081A62B5EC0A4553EDF7E92424083BE8E0B5F2B5EC07EAEFF0CC8914240A6ECC2162B2B5EC0E1472F7F48914240C23A6D53282B5EC07C125363459142400C4ABF88252B5EC0FCD63A2744914240B38E0E111E2B5EC06A161E5C4291424048AE81D2132B5EC046251AB54091424021E201FD022B5EC07C0EA66B3C9142400E4AC817FB2A5EC0C68514FC37914240424CAD23FA2A5EC09A558512399142406ECAFB4AF72A5EC036D6E6F6599142404E5FF0E5F52A5EC083045289689142409950D811F52A5EC0654B3CC17091424033A69176F52A5EC01C5C59A575914240D19641E8682B5EC0E5278D969A924240,Pick Anderson,P-21,146 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E6100000010000000103000000010000002400000075DD0B0DAD2A5EC0DDA47D583F924240FBEF93F7AA2A5EC0DC356EC33D9242407426BC6EA72A5EC0590ED51F3F924240E5302C0F2D2A5EC04E33C7AEA092424024A5ECC52C2A5EC0E83D0F0CA492424075135EB92F2A5EC04386182AAA924240E2CBA754332A5EC0ABD6F5E5B09242404E6071E9392A5EC0EBFCEFA8BE9242401F127A913F2A5EC0592587A2CB92424019084543422A5EC03AE7D1A6D592424020336C15442A5EC0AA937B19D9924240441020A1452A5EC0B43E54C0DC924240F6B22BB2482A5EC087264A5FDB9242403D5B843F4C2A5EC0C43E1FE3D8924240782113D5532A5EC07DC49B2FD392424049021A6C5B2A5EC0E738201CCD924240436D11FD622A5EC074446F88C89242404909F60B6A2A5EC02A25AC8FC6924240615B14F8762A5EC0A3C81912C49242404B440C12812A5EC093B40638C29242402B107FAA872A5EC0D48A87DABF924240A01F9F908D2A5EC07AD1F915BD924240AC587452922A5EC060F2E965B8924240CD026D41982A5EC012A58C61B392424091AA07F09D2A5EC0FB30BF7AAF924240F66FB62CA22A5EC04FF57125AE924240D024832AA62A5EC09D48AE8DAD924240BFBA5C25AA2A5EC074BAD1B5AD92424008137BDBAD2A5EC025F14F1BB09242406E08E82CB02A5EC04AABBBB2B192424005CDA788B22A5EC0974B7AAAB092424038CE54D3B22A5EC08C644EEDAC9242404B51FC06B22A5EC0A48CFBE4A39242408AD64E4AAE2A5EC001723FA6689242404718FFB0AE2A5EC0C89EE2C95D92424075DD0B0DAD2A5EC0DDA47D583F924240,Pick Anderson,P-17,50.2 acre,#FF0000,1,medium,#FF0000,0.8,Oregano
0106000020E61000000100000001030000000100000016000000D811CF04A82A5EC059792CC2CC9142405F80C0A8972A5EC0E904919DD9914240EFDAFC7EF9295EC0C8EB7DA256924240E0AF0F79F9295EC06A5060225892424095CAD29BFA295EC0E7A1F36D5A9242408EE570FD012A5EC00026F0D86192424014F11AC80F2A5EC0C1291AE572924240475A86E8182A5EC03FDC2539809242400E13C320212A5EC07ABAC00C8E924240E6EBFAB6272A5EC06148CE6F9B92424010D9EF032A2A5EC043273D279E9242407B07E6502D2A5EC08A2684C89C924240264F017B662A5EC0BE93FEA86E9242403C3FB295A92A5EC097F9A0CC3992424025470D42AB2A5EC0600D5C9D37924240272E4A19AB2A5EC0DA2B9ABB32924240DBE56CF6AA2A5EC0F8BD085A2C924240690099B3AA2A5EC0BC0FFED61E92424088A6CFA3AC2A5EC0A529F1690B9242402A612A19AE2A5EC0850613B8F8914240253903C9AF2A5EC0D65D8568E6914240D811CF04A82A5EC059792CC2CC914240,Pick Anderson,P-16E,76.9 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E6100000010000000103000000010000002400000042AC7DB4EF2A5EC003441190429142406BB15B4BEF2A5EC0B906BECB3E914240389542ACED2A5EC069B0629B3D914240BF3D857BE92A5EC009E727F13B91424045DEA47EE22A5EC0D46CBC6A399142408254C7DFD92A5EC0ED31D8733691424031A5507ED12A5EC07F78561F33914240AE138F5FC52A5EC09D4820452F91424010FEFE30C42A5EC01C833DF92F9142407C9F693BC32A5EC073DF9E6F31914240AE81E3B1C22A5EC0EC5758EA35914240D8FBE1B7C12A5EC0062895803891424090B1F948C02A5EC0ABAF32523A914240947CBAFABC2A5EC03D0EF1103C914240DED88567BA2A5EC0ABDFFCF63B9142406576A150B82A5EC0BF46E4C13A914240E5F6FFBBB52A5EC031EFE3073B9142407ACE8251B42A5EC0F0C6A3B93B9142402660BBA3B22A5EC00B3ECB483E91424021D1EFFBAF2A5EC09293426E43914240D6E1791EA42A5EC0C144DD764D9142401A78E3D5922A5EC046EAE78859914240CCAE58A7902A5EC0022F0A535E91424061AE8B9B902A5EC0DF1EAB5261914240C45CD1FEB42A5EC0BF6247E5D591424039795566B62A5EC07AB56FF3D59142403EEA71C9B82A5EC03103690BD3914240C3244C78C52A5EC0F153AF8AC191424035BE0BCACE2A5EC04CEC3288B59142407DB36941DA2A5EC01CBD3CFBA691424046DBF16CDC2A5EC0DA56F6F0A29142402C932FADDD2A5EC0945553BD9D9142406AE87F75E72A5EC043E62856809142400394ECB3EB2A5EC06CBC59406F9142403F6E2FD7ED2A5EC0BCFF267E6091424042AC7DB4EF2A5EC00344119042914240,Pick Anderson,P-16W,43.4 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E61000000100000001030000000100000016000000C6C2A4E7A72A5EC02A06E477C29142401B0E7CFCA72A5EC0CE7A71A1BF9142406CF5C009A82A5EC0D54EDC41BC914240251351948A2A5EC0A1D8B7555D9142408E5BFA36882A5EC0D1CE15555C91424098A2C9DC852A5EC08D354AFD5C914240AE118BC2062A5EC0C8859E1BC29142407A4C835C052A5EC06362460AC69142409F8D2F6AF1295EC03DF4BFACD59142407B95AB72B4295EC0B2D639FB04924240A3FFDB9CAC295EC033E6E8CB0B924240921395EDAA295EC0C743B623119242404A9E2188AB295EC02F781B8A1792424081CAE746AD295EC0AD0A12DC1F9242402FC05231B0295EC00908E939289242407383D74BB4295EC09121C6832F92424040D2B20CBF295EC0108A611140924240C6894796C4295EC0AD00B889459242407FE2B841C8295EC02B82332648924240B46950B9F2295EC0253706D5529242405F113DA6F4295EC02C5453F151924240C6C2A4E7A72A5EC02A06E477C2914240,Pick Anderson,P-15,124.5 acre,#FF0000,1,medium,#FF0000,0.8,Garlic
0106000020E61000000100000001030000000100000020000000400B6EAF492B5EC0002445ABB390424085A28329472B5EC0A073D431B09042401BA91CAB432B5EC025BEA1EEAE904240F8FF32643F2B5EC03FD4B899AE9042405FBE6623352B5EC00496A132AB904240E0FAD9A22E2B5EC01C783291A7904240F9A7AA012A2B5EC04B159102A4904240A671C192232B5EC0D4A4A9E19B9042404551438E1E2B5EC02F8AF50E93904240438FF3D91B2B5EC00A0F927D909042406E38530F192B5EC0E74779418F904240AB8973C8152B5EC05FF686208F904240418A1489112B5EC03285E23591904240514F1BB10D2B5EC0D7FE6B2593904240EBFF78C40B2B5EC03C162C72969042407F1578D80C2B5EC03358C527B09042403094E6FC0F2B5EC0C38C9AA8D79042407E4866AC0F2B5EC0F5C99AE5DC904240C2E020750D2B5EC0EFD68AEFE39042403B44F073032B5EC0CB97BD2BFE904240B2774632F82A5EC091A67651199142408F23CE48F62A5EC067635028209142404D54C2A1F62A5EC0D36D0E0C289142409D2EA399F92A5EC08CAF130A2D9142403A910470022B5EC0BB1F1C23319142406541ADE1102B5EC0AB169C34369142400076C4ED212B5EC0E3591780399142401B4F0F412F2B5EC0160E0D263B914240F2221A65302B5EC0AF027CC738914240ED9999FF342B5EC07123F1741F9142408F8C2D6D402B5EC04A75E965E5904240400B6EAF492B5EC0002445ABB3904240,Pick Anderson,P-08,38.6 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E610000001000000010300000001000000150000006364E5D6042B5EC096D434DF96904240EC29157E032B5EC03CA2891193904240AAD27F41002B5EC02A99E550909042403D8B6000CA2A5EC0DF6109CE7B9042402BE5EE9BC72A5EC0D25C0A167F90424026C1F9D7C62A5EC00C29882E8390424085A8EE1BC62A5EC0574424C8A39042406232B84AC22A5EC0275DAE6522914240EC617E73C22A5EC0A3E65C47279142408B986657C32A5EC0E96E80502A914240351664D3EF2A5EC07CE2F5B03A914240F205F4EFF12A5EC0B5B762FD37914240C43A667CF22A5EC0E010ABC232914240FDDE6BAEF22A5EC0812C3D0426914240053E82B0F22A5EC09B00BAAC18914240421ED902F72A5EC0CCA91A4F0F914240B6742677052B5EC08D1E0B48E8904240209A1C5F092B5EC0B90702EFDD90424028C64C9F0A2B5EC08DCD6BBBD89042405E4DC3B90A2B5EC0B1F73FFCD19042406364E5D6042B5EC096D434DF96904240,Pick Anderson,P-09,47.5 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E61000000100000001030000000100000018000000B8DFA8C3BC2A5EC019FE438E2B914240F233A45DC12A5EC0D0AE1AEF95904240051B94CDC12A5EC08A769F72799042407153E6C4BB2A5EC07E47B6D575904240B31B314EB12A5EC08ED419EC709042404A02E8149D2A5EC0CF70C78869904240EE09BD54992A5EC0CC3CF5C269904240BB51484E952A5EC0EB2D729A6C90424032D8CC28922A5EC09639E93A739042408FF7FC018E2A5EC0E55A5E517E904240F787D7138C2A5EC03C5101FE819042405656F9D8862A5EC0D11064098790424090CB0F3A842A5EC08FE407EF8990424087C06E4D822A5EC00DC0B63B8D9042408640D7C6812A5EC04C7885F6909042406DA2A620942A5EC06FD54AF42391424077B1C1F5952A5EC0D4CDDCA6269142404881970C982A5EC0AE9FF9DB27914240F09BA4829E2A5EC0A5D371B42B914240FE6D1569AD2A5EC085D6DE8A31914240BC0F47A9B42A5EC020BCFB3332914240DC2FC787BA2A5EC0A1121C4F319142402CFF797ABC2A5EC08DA37CEB2E914240B8DFA8C3BC2A5EC019FE438E2B914240,Pick Anderson,P-10,45 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E61000000100000001030000000100000022000000AEBA983A012A5EC0CB668A797D90424009E55362052A5EC099EBBB6381904240228B90900C2A5EC0A140978C86904240AB0E06E6222A5EC030B7756F9F904240762A8C213D2A5EC0F986B5B9BD9042407DAA99EC472A5EC0AF332DA7CB904240801A2AE1532A5EC0D45DFD60E990424088E0A50F5D2A5EC0803898BE04914240047BB428612A5EC0CF383A680C91424056231A7F662A5EC0FEBA3D9E0F914240F45AB86F922A5EC0056571DA24914240CC3274727F2A5EC062F416B68D90424088B78B7B792A5EC0BB01A299859042403767E4D0722A5EC028FE00767D904240696803716B2A5EC0F02C5FAB75904240D933D772642A5EC0E73CAF847390424005CC3D705D2A5EC06E64D77D72904240E874249C572A5EC072FEE6C2709042402A065C44522A5EC0BA9AD4EC6D904240B18DBC3E4C2A5EC0B533D68F69904240F72BB564472A5EC0CA00AB3E65904240DCA53489422A5EC03E6A714D619042407D07F8653D2A5EC01CDE7959609042403B7D8E21362A5EC09D1A01D06090424069FFD5992E2A5EC0B2D4EB2363904240393C2F75282A5EC05F29E3A5669042407BAA68ED202A5EC0614EC6F968904240240A1F37192A5EC08DE3B3EB67904240D41667A40F2A5EC0A346C00A66904240C1D6B316092A5EC0030566C8659042408E4BF732062A5EC0894A4DEB6A9042403B6C64D7022A5EC0566A750970904240A8945219012A5EC031A204B876904240AEBA983A012A5EC0CB668A797D904240,Pick Anderson,P-11,60.8 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E6100000010000000103000000010000002D0000004FCE243AAD295EC08787E5445A90424034E5D62BB1295EC0D112FEAC5C9042402FCF3049F6295EC06BA4944A79904240A1821DA0FF295EC06B0D4EC85C9042406F0C25D5FA295EC0147FECA7559042403A40DF02F9295EC00C9CF744519042406E278B7EF7295EC004155C55499042406502043FF6295EC0457667283F904240CC4416F8F4295EC03BA037DB3690424009B15C6CF3295EC0A4AF5FCB309042401FEA88B6F0295EC0A351B84F2A904240467BDED6EC295EC0E4C09758249042401B016D2AE2295EC084EE2AEC1D9042403D4BD6EDD4295EC0C06FD9A5169042405B330077D1295EC02160A28213904240E9040107CB295EC03A951FC10B90424048881EE4C2295EC0AD3807AEF88F4240BDECA0A3BB295EC0E857FD03E98F4240BD80CCC2BA295EC0676AF73AE58F4240539D6EB0B9295EC007F9E5CFDE8F4240F8AADD00BB295EC0B9AF9D8CD48F4240CB9D1BAEBA295EC004BBF928CB8F4240CB24A86EB9295EC0B30001FCC08F4240C14A48F1B5295EC02FE11758B08F4240D1BE5F15B0295EC06EB5307CA18F42400B162F57A9295EC0E89734378F8F42400F402D22A7295EC07CCE8980868F424014F86B03A5295EC00FB3952A788F4240CD113013A3295EC05C8B92366D8F4240EC777BF49F295EC0519483F6628F42407B953C1499295EC0E63E6A50598F42405355753794295EC06FADEEBE558F4240136272128C295EC027EB1E6C528F424004D398A884295EC08158A9404D8F4240C27243F27B295EC0319B3038428F424051BE281C6A295EC0C7CD1282268F42405A456B6164295EC0259C2C771D8F4240ABAD825F61295EC0A5F585181B8F42400741B7515E295EC0FF9D7DB91B8F4240F03048B75B295EC0C3D3127F1D8F4240C42E813C5A295EC082232C50228F4240B68732287C295EC086078D4FF88F4240ED0C2F2A7E295EC040A225C4FE8F4240081175A880295EC03BACB71D049042404FCE243AAD295EC08787E5445A904240,Pick Anderson,P-04,96.5 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E610000001000000010300000001000000150000002BC637A2EA295EC092D38B91D68E42400C9F76B5EA295EC0A47A28B2D18E42404D226422E9295EC0A4101382CD8E4240B7930638BD295EC0F9663323998E4240A5229874B7295EC0BAF38D48938E42408E6020B3B3295EC0CCB278E2938E4240F75D56B3A7295EC0B820FDDE9C8E424001D8019C9A295EC00CD8879AAA8E4240F5F4D41C95295EC0BF9BC88CAC8E4240037774BC8F295EC068AF2BF6AB8E4240705054AB89295EC021BA7098AA8E424000A59A1A84295EC06DCA0856AC8E424061A9C31880295EC03C55610DAE8E42405FC6564D7C295EC0A93610F0B08E424001C946EF67295EC0C0C446C2EE8E4240F1F4F77B90295EC00F1F15D82B8F424018357A039F295EC0685F2347328F4240195801D6A9295EC04F869AF13B8F424080FDDB1EB7295EC00F8B4939538F42409C708894BB295EC0E32C9120688F42402BC637A2EA295EC092D38B91D68E4240,Pick Anderson,P-01W,68.5 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E6100000010000000103000000010000001C000000DF78E9D252295EC01A091C151E8F42403CBA14BE54295EC0B4F775281B8F4240A60FB1CA4C295EC065A9ED4F1B8F4240B5BD26C245295EC04BC09CFF198F42404B8068553E295EC0FCF0EC93158F4240DB75B74539295EC03EDE3CC00F8F424001A4256432295EC0C556E979068F4240829DC03D2B295EC0739AE770FF8E4240C4C1461627295EC0F4E27C86FB8E424084938F0C21295EC04927E648F88E424036F217151D295EC008577960F78E4240327911C215295EC0D68CFD95FB8E4240416CB1CB0A295EC01A85AAE6078F4240E384675305295EC09083154F0D8F4240A1EFDB2403295EC0740D1119128F42404B35CE8A03295EC00C0C2F9D168F4240B5D014FA06295EC0FAFC57A01B8F424010537ABD0C295EC08B81407B218F4240400AAC6810295EC07203C980268F4240BD509AB212295EC01C458AE82A8F4240004C18D715295EC06616E5A8338F424028E6400718295EC06F58148F3C8F424046E8E3D418295EC06B19ED27468F42408C57DE6719295EC05E72066E4E8F4240274C0D131B295EC06ACC6B9F5B8F4240826ADABD1B295EC0418649E65D8F42402D46CE261D295EC0ADB3A3945D8F4240DF78E9D252295EC01A091C151E8F4240,Pick Anderson,P-03,17.3 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E6100000010000000103000000010000003E0000002B3EA42887295EC0A407B10709914240A0C830C989295EC0B2AF48C2059142408BBA734C6D295EC08C3EC84D97904240319CCFED4F295EC009DF957F2490424059DBB4D046295EC03556D701059042402971D9C545295EC0A2760FB7FC8F42406182111F45295EC06FCEDF4FEA8F4240E603AAA13F295EC0CE34EF75A58F4240DFA9BE913B295EC04FA9652A5F8F424073F41CB338295EC0FE4F64CC448F4240E7B9A5CD37295EC0FDEDC732418F4240479202F934295EC0F8726A86438F4240091F26B21F295EC0B2DA349E5E8F4240CA147CF51E295EC0E2B4C4D6608F4240FD7094191F295EC0309C62D8668F4240E23C8B1221295EC0E9E5CF8C6F8F424003A88F0523295EC0596EF9C0798F4240AE04334C22295EC02526183A8A8F42400D355E641F295EC0DD2D247D9F8F4240704CE2231B295EC05BD15AF2B08F4240656EF36219295EC036891E51B98F4240DD66B61115295EC08F3955E5BF8F42400964DA4F10295EC09F8E98A4C38F424083B62A910A295EC052854BAACB8F4240A190424307295EC04F591E69DC8F4240D69BEFA404295EC062BE7C4FFD8F424004FF331A07295EC037D9C4E80490424035CCBB0D0D295EC078F5AFC50D90424019BBF55315295EC02E8A4CDA17904240560D5EF21C295EC0F06F20E81E904240BDD0373126295EC05C0788C626904240A7D5A2032B295EC0A31DD2F72C904240529A40252E295EC081CCFD7736904240A75ED44C31295EC081E258783E904240D8F3DF4233295EC0C77585EC47904240073D53A732295EC0D5B2ADE6509042409B3B8CED2F295EC0B914248B5A9042406FCAD6C12B295EC045641DC166904240B48D143326295EC08DAFD8C87190424002FB28E920295EC049723E937A90424003E6E5601F295EC0C3B7E0C3829042404529FDED20295EC07FC6D87388904240433EA7A923295EC036EDD56F8D9042402AA93FD727295EC0DCC388DA8F90424091AB2B7E2C295EC0FA66F8E991904240F1565D6E30295EC0F4CD26B2949042405B5828283A295EC0AAB160D59B904240E4494BED3F295EC041654550A1904240C2CDDB5343295EC00F001993A890424011EEAEFA44295EC0C0A155E4B6904240416901D444295EC06D1416A3C0904240F03DCAB144295EC08B16FC41C99042402BEBC77542295EC06F717D6BD1904240658865BA3E295EC0D4B2ED85DF904240A97650EA3C295EC06E18CFB3EA90424085102D2E3F295EC082D102ABEF904240390AC2CD42295EC0B68633B0F7904240C382087E47295EC06AD7478006914240EED2C06E4C295EC0DA67F53214914240FF7AAF4D52295EC048FD1B4F22914240088BF49E54295EC02BA6BBE6239142402B3EA42887295EC0A407B10709914240,Pick Anderson,P-06,103.4 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E610000001000000010300000001000000210000006C45AFB7B0315EC0A2694E5B5D8B424052D58853B0315EC060E65817588B42406BB545F0A7315EC006201566458B42401EE85A98A6315EC06B291939418B42407855C9A7A6315EC03F2572193D8B424022C4D1BBA7315EC04C066F63338B42402F480B4AA8315EC0CE3E8B682D8B42403CC31852A6315EC0B38747F5238B4240BEE1DAADA5315EC0B30AF5CE1F8B424077C73C16A5315EC0292D0F49188B4240B3B2DC22A5315EC0182F68E9148B42404B5B1313A3315EC00F3B68D5118B4240C6F63247A0315EC0387383FA108B424032B0D5CE98315EC0F748AF920F8B4240E35E64CE91315EC0C71C582F0E8B4240CA087EDF8D315EC077556B090B8B4240039D27E08A315EC010B47DEC078B4240FC77F7B287315EC0556BC50D018B42406B588FE680315EC06C815AC5F58A424017DD82657D315EC09DB7094AF18A4240085B77E976315EC042257F8BEC8A4240B8205E5771315EC0254DCB55E98A42400692840F6E315EC00A903D96E98A4240DD180E466A315EC0A18EEA71EC8A4240D10A50C266315EC076CA1BB0EC8A42403150CA5D65315EC01E4DADE2EB8A4240B8D2EC0D63315EC010945AECE98A4240329A51EC61315EC0C45C5E41E78A42406A37F7DD5F315EC087FE72CDE38A4240B24454165D315EC0B3C78BD2E18A424095EAB9D959315EC0F85E4913DF8A4240E40D58DB59315EC07B0A11785A8B42406C45AFB7B0315EC0A2694E5B5D8B4240,Lone Tree,T-05,34.7 acre,#FF0000,1,medium,#FF0000,0.8,Garlic
