the_geom,property_name,name,area,stroke,stroke_width,marker_size,fill,fill_opacity,crop_name
0106000020E6100000010000000103000000010000002F000000605CE751BA305EC003DCCBA28295424037D3FE15BE305EC0A514D95B94954240692A6019C1305EC053E61BEE97954240242CB757C8305EC09863395499954240DB2B5F43CC305EC05769499A9D9542402A0D27FACF305EC0734449FE9F954240BB60DE75D7305EC08FB7AC06A19542404AC05F30E0305EC008BE50FDA7954240FAA88422E8305EC07A7E4E68AE954240EC859E1401315EC00FA923FAC6954240DBAF31C30A315EC0CFD4FFD7D1954240BF7BF8040E315EC0CAD07F77D3954240FA8B9EE40F315EC006C49689D3954240D82F9C8012315EC0A19DB362D195424037367C0017315EC07ACB052ECE954240B1ED292D1C315EC0B03CEADFCC9542405AB5B0B722315EC05957143FCE954240747B30E226315EC0C66564C7D19542404241BCD02A315EC00DD6714DD5954240162B5F472E315EC06C98F8CED8954240BA6ABE5E30315EC070102F03DA95424084B2E7A833315EC0A385E362D995424072C0280636315EC094ADA3F9D7954240F35883DF38315EC08F180775D59542400E92C6303C315EC0B04BEDF4D29542408671EFC93E315EC0A6B0ED8DD1954240E50DB37E43315EC0D307413BD09542409CF5673F47315EC02D5A6BFFCF954240826536B84B315EC07C2179AACE954240BDCAA5064F315EC0948946EACC9542402CA1808653315EC040F085B5C9954240AC85064956315EC0AC9B3E8CC89542407539A1D160315EC029BDBE51C99542407A797FFE68315EC0BC238A20CB954240C9F1CB676D315EC0F32531EBCD9542403874C47E70315EC00438C1ACCF954240458918E571315EC091EA3E1AD0954240A13A491273315EC0EA918FC5CF954240417D798274315EC035495493CD954240D1104B0B75315EC09BEB5118C9954240DBA1BD3275315EC02BDC7099BE954240C36E765276315EC04BBED1E3B195424018706BA778315EC02F8D75B99A95424073A1017C7A315EC01B535ACA8595424013312F40F9305EC016D9217F819542404870CA86F3305EC0D71FF3D484954240605CE751BA305EC003DCCBA282954240,Hereford,H-10,52 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E610000001000000010300000001000000170000002D606F92B3305EC08C1CA0C79E95424026E9DDE78B305EC05C143C08B395424079B6C6207B305EC09E5AF985BC95424029BC483C82305EC0AF0D4C73C29542403926087086305EC029CCF933C89542409646E0948D305EC09A077759D0954240C4ABC87093305EC0E218EA7ADB954240B5FC0E1594305EC077FE45A1DF9542408F4C74F493305EC0ED905440E8954240EF73FA6094305EC035698A44EB954240E57B69CC95305EC0A6B82D0AEF9542403121B70C99305EC0CB6FBC09F1954240F68078809C305EC0C9BD4F4BF595424018A63AF49F305EC0A438E38CF9954240992963B1A5305EC0FAB7B9A40196424041759362A9305EC0F7899A88059642402BF6A089AE305EC0BE827CBA05964240CF53702FB3305EC06357A3AF0396424008F08CE5B4305EC0B19209E0FE954240E67429F0B6305EC0291040D2D39542409DCBB9C8B7305EC0AF9DF110AF954240EA1DF2E2B5305EC0366E17BEA09542402D606F92B3305EC08C1CA0C79E954240,Hereford,H-16,15.9 acre,#00FF00,1,medium,#00FF00,0.8,Lilyturf
0106000020E61000000100000001030000000100000014000000DDE267819F305EC0123679A249954240CE0DE01039305EC090932D2B7F954240F869545738305EC0299F43A4809542400577998D38305EC023DC5F26829542405486F9B73C305EC0C6DCF0AE8595424030B6F5C341305EC08A402F008D95424075FFEE1E46305EC08FFCAE8A939542405AFA26CD49305EC08610902E9895424056BBB94350305EC0D57F82CD9E9542401C2F8B4956305EC0E4821B88A39542403DAD7FA561305EC0581A95D6AB95424060B253D165305EC0DB9124FFAE954240349F44936B305EC01C1DDC8EB295424044EEA8B473305EC045E8D95DB7954240BF2356E377305EC0D0447AC6B9954240030978397A305EC0AD1D243DBA954240DB582C07B6305EC059DB7B679A954240757C029CB5305EC008A0510397954240BD8570AFA4305EC06ED190F447954240DDE267819F305EC0123679A249954240,Hereford,H-17,37.3 acre,#FF0000,1,medium,#FF0000,0.8,Cantaloupe
0106000020E61000000100000001030000000100000029000000BE924A2083305EC0D9879A5198944240E3253D7B81305EC00168ADA198944240F115732A7B305EC0E41D12C5A7944240B92B89A17A305EC0412F0A40AC944240ED5350807B305EC071C7A0C8B09442400D20E56F7D305EC0E115CA7BBC944240715687F37D305EC004B23541C9944240641379FF7B305EC006DF4E46D3944240D09ECA797C305EC0F2519DD3DD9442406E67B6D479305EC027430E12E79442405B04F16777305EC092F5AA9AEC944240C799476473305EC0FFB9E6B3EE944240F17F271C6F305EC01D899D0AF39442404C12AB9869305EC0C51F5E75FB94424018B1DBDB65305EC07474B7D9059542405852671C60305EC0FB5542420E954240EF4374E659305EC014EB494616954240C9B37DF54F305EC0DE1611061D954240EA94E52E47305EC0B132243124954240BED8390E44305EC0C45EF9B229954240A563510B1C305EC0B50EDDAE35954240368BD41518305EC06EA8550834954240E332F1CF11305EC0B4EF3E6B3095424093F8AB4C0E305EC0D87718493095424027305CB60B305EC0A9B6F7EF30954240CD51439209305EC0F652391B339542401093D8A507305EC024E0A2683695424023617FDF06305EC0C30844413B954240A9E1D8CF06305EC0A429CF603F9542401089517807305EC044C34F67429542406AE819E90A305EC06E0DEE68479542400667CAD114305EC02312A2A952954240044ACF3521305EC0FDB5A362649542406150CF072B305EC0F4989FA275954240A933E0CB2D305EC0717798BD789542408A3449A533305EC0D7956C56799542408174E9A137305EC0CD9E211D7995424023C8B47395305EC0334A102148954240E99C70D1A4305EC085D38AF53E95424002444E87A5305EC0A9737BC439954240BE924A2083305EC0D9879A5198944240,Hereford,H-18,58.3 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E6100000010000000103000000010000001400000093B5EDB17A315EC06AAB286C7F954240AB8BD3CB7D315EC005CB21C84B954240E8538C9C7D315EC0CE133D664895424092B7802E7D315EC0971002C2459542403B019E8F7B315EC0D9F34B4141954240945EBD7E78315EC0F131AD1C3E9542404F1AD52774315EC09B87C66E3A954240D74366CE70315EC0EE695ED03595424000E5242D6D315EC0CBEE32862F9542404DBDC6456A315EC0084808A729954240A2B2581668315EC0B981EA35269542402665146666315EC076D9815A239542400B3FCDE763315EC06BCA79C522954240006196C7A6305EC0EFC34453209542406D93EE7AA5305EC0E945BB8B21954240A9664FCEB7305EC048AE31B37A954240538BA082B9305EC0B0ADB6797B954240DF7AF47FBB305EC0F64B051D7D954240A00BEA9179315EC08E386D3A8295424093B5EDB17A315EC06AAB286C7F954240,Hereford,H-11,85.2 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E6100000010000000103000000010000001C0000005E08F9DD65315EC099C829021D954240AF19550866315EC052F2976318954240A216F4BD5E315EC04719BD44069542405EBA8E8457315EC05BF9A110F59442400AE22BF452315EC029CA2DFAE9944240942689814F315EC0B61AC018E49442407F3670E54C315EC0E3108A4FE29442406EF08DB23B315EC0668491C1DC944240FE7852052A315EC017B9EED6D79442402856135E08315EC04E49DF41CF9442405A9C4CD9F8305EC001D65768CB944240EAA02468F3305EC0E6123D47C9944240608B17D1EE305EC02868CEBAC69442400ED4A712E9305EC0EB5C2DFBC2944240DA82FBDDD8305EC040942106B7944240280B177BAF305EC055EBB1BC9694424074ADAEEB7B305EC08B04F5AF6E9442401FDCE2DE7B305EC0F579931A759442408D527B787E305EC04662413B7B9442407EA8DD2C81305EC0EF7AB67582944240C05DF8E683305EC0FB20553088944240EC37765F86305EC0E9E684688F9442409E0CAD46A3305EC0AB767A1C16954240FDB2D128A5305EC0473C70F7179542409B5FB8EEA8305EC0F828D25A1A954240D1A80245B5305EC041934E711A95424008FF707934315EC0D81EF49F1C9542405E08F9DD65315EC099C829021D954240,Hereford,H-12,83.4 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E6100000010000000103000000010000003700000011668645B2305EC0680FA0548E944240201D5904D8305EC02740A773AB944240B07513DAEE305EC016E59725BD94424071D18541F2305EC044C95538BF944240F1CBD589F8305EC0A566C546C29442401C1FEDCF12315EC07894A8D8C8944240F81F0A5529315EC0382C5837CE944240BAFD4DBC2D315EC0B18D8F51CE944240F887BC0C33315EC084300D40D1944240609265613F315EC073CBFE66D59442407D6278A14B315EC09A7ADD35D89442409D02A0E250315EC008BB40CED9944240F4D9F26F53315EC0244884C8DB9442408752E83B57315EC0B821DA40DF944240989FB3055B315EC0F76B03D2E5944240AC3676FA5D315EC06BA99FEEEB944240213966D763315EC0291DA387FB94424059D5A1546D315EC09399D883139542402449164073315EC0101B7DE02295424035D5A1B076315EC0CD0CF22A29954240AC4597637A315EC0123BE3012E95424089344CE884315EC0C6873D4B33954240C744C00E87315EC0F79794CD3295424066FD1BEC87315EC0D27F9E683095424099AA734C89315EC0E676EFB12D95424087ED3F7F8C315EC01885445023954240007C6AD091315EC0D5F519431895424000EEA31795315EC0BD15E7FB159542404E3692D598315EC03A9D35E717954240B96107689C315EC0EABB03941A954240BF3A64ABA0315EC08B33C2221C95424087CD371AA6315EC0951942671C954240B4E2B052AC315EC07CB8E3141D954240876D7F66AE315EC0F291AD241C9542400741E8AFAD315EC07A5A5AA71695424008EDF07596315EC0023024BBA594424048E27AE394315EC05DC3DDFCA1944240AA0C39D192315EC0550952D09F944240193284058D315EC06A19E63E9D9442406483F2381E315EC0F5D33564729442401BE6C771D1305EC098B8B94E549442407CA11BF45E305EC07897AE5227944240A5F857DF5D305EC0058211FB27944240F153C94661305EC0C735104A339442405AD64EA863305EC0FE99D6A6389442405A64713266305EC0A18026053E9442403AE4C4A169305EC04449D89044944240F2E62A856D305EC029BF33A74C944240ED1992C271305EC063C480CD57944240AF310AAE75305EC0BFEF7A216394424075569CA678305EC09B074C2A669442402BE244E4A9305EC0C9B9AC1B8C9442406DDF7C87AC305EC0F76AB18A8D944240EDB9EB56B0305EC0CC86D39E8D94424011668645B2305EC0680FA0548E944240,Hereford,H-13,126.9 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E61000000100000001030000000100000021000000E0006CA45C305EC04C3F3B302294424019419ED394315EC01BB99BBB9A944240AE0FFCDC95315EC01E2755A9989442405487BA9A96315EC0B22F5E1096944240432EEAF68B315EC0AC8DD2C63C944240002FD9D78A315EC0AED8E95B399442405D357C3788315EC0D09CD8FE379442400F5403B785315EC02E15540E3794424048CE46557B315EC01D0CE62733944240F4B1AFA052315EC0A17D43DD23944240E88E74FCF7305EC014A396CE019442402D79ABD7F6305EC090E2455301944240E3CAA218F3305EC0BD665CBFFF934240F2BD088DEF305EC055721CDD019442407941CA51EB305EC0B2E243D402944240127B9829E6305EC0EA62710203944240F8922DF1E1305EC089AAAA3903944240F4C081FCD6305EC012BCA36FFF93424071470503BF305EC0B00C6FC7F49342400F0A32CEB0305EC095F1C8FDEE93424068AFC37BA7305EC0554172A3EB934240143F1638A0305EC077A820BDEB934240725E96D491305EC0F96D0652F293424093520A2E83305EC0342765C4FA9342401058241378305EC008AEFE180194424045AF58556F305EC0D6486F04069442401939196B69305EC0309FF0AE06944240FE9C150E64305EC0AF76273708944240B8041BA95D305EC0C672049D09944240B608F86C5B305EC0517CA227129442400935076F5A305EC03AE37E1A19944240358DA2205A305EC0F0FBB0F71D944240E0006CA45C305EC04C3F3B3022944240,Hereford,H-14,114 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E61000000100000001030000000100000017000000067F0460F8305EC0A138E227FE9342400D2D1DD7F9305EC09A8D48B2FF934240EEEBAAACFD305EC0F21763D7019442403B45119085315EC0FC12FF6634944240201DBA928A315EC050D6844A36944240E8CAC97B8B315EC075B6F1A135944240CC5BDF377D315EC024B79622C19342403E6287667C315EC0FF17E628BF9342405FF350177A315EC0217568B4BE934240ADB25BD278315EC0173E404AC0934240932E852B5B315EC0BB17342EE9934240EEA4B37556315EC0C2BC2C1DEE934240D1DFFDA052315EC01B6F313AF0934240451E8A964E315EC03B614E83F1934240F2DD7D1349315EC0DC3235EEF19342407EB7E0F940315EC0D25B1670F09342406CA4552831315EC056CA6667EB934240D6CF56B31A315EC0930082BEE3934240E81CE27116315EC019E170B5E3934240566F3E2F13315EC0E90B0606E59342409855E28110315EC014B37E5AE793424020B471B4F8305EC0203C4979FD934240067F0460F8305EC0A138E227FE934240,Hereford,H-15,35.1 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E6100000010000000103000000010000001800000007EF7905AA305EC00E47DE6FDC9342405EE62A7DA8305EC0E02FF770DA93424041EA9A5DA5305EC09AA7A3C2D7934240DC5400339B305EC0B04BDFFFCD93424057D900F193305EC0C78170B1C9934240201409BC8C305EC0BE3688B3C693424003268DB785305EC0EAC5828FC5934240B6AB445A81305EC0E62734F5C493424032BF45387B305EC0892E9691BF934240225BE7E677305EC06CCD6009BE9342403E328AAA75305EC09419E4E1BE93424070390D016D305EC0019031F8CA93424042C91D2F65305EC078013F90D7934240770B297964305EC067C5DDCBD8934240195D6E7C60305EC00086DF45FC93424076CE8EC568305EC0C93EB9D4FB9342408A609A836D305EC04CEECA72FA93424026DEA8A676305EC0CE2085A7F593424022B47D4A82305EC067C2C3E7EE934240C2F4597399305EC063DDE0BDE2934240C0FA3FAA9C305EC0065EBE56E1934240E861CFBEA4305EC00E181D6BDF93424010A4C959A7305EC0900F1ACEDE93424007EF7905AA305EC00E47DE6FDC934240,Hereford,H-20,10.8 acre,#00FF00,1,medium,#00FF00,0.8,Alfalfa
0106000020E6100000010000000103000000010000002600000095F75567F1305EC0B8C95203239342402ECE8A7A9B305EC03AD759453F93424031D1FD76A8305EC09111CEE1A7934240ACBECF17A9305EC04812E630AE934240B3603511AD305EC00A5F99F4CC934240904F3D5AAF305EC015CDBB6ED29342402DB9E717B6305EC0CCD91610D69342402776A93EBB305EC0F66BEF41D6934240A131445CC1305EC07448099DD4934240A5F7D51ECC305EC0559D23C5D593424052222321D3305EC08DD91185D59342400D7BCF9FD6305EC02294C86AD89342405A104C8BDA305EC02666D3B0DC934240A70F80C1E0305EC03DFC216DE49342400109C9DFE5305EC01550ADDEE6934240BEA04532EC305EC03A8AC51BE7934240E2240B98F1305EC05A3502ECE4934240B1EADB33F4305EC02D6F22C5E2934240A030945DF6305EC0AC80E519DF9342406BC9AC5FF7305EC0D0637743DA934240F6651936F7305EC0A380BA61D5934240EC41B2EAF5305EC03B1AF6D4CD934240C1278F3CF2305EC09FB54031C9934240D29D7AA1ED305EC0DC4292C4C393424095F3E664EB305EC08315B68EBC9342403E897D93E9305EC0637516BDB8934240DEF6EB37E9305EC02ED04B39B1934240BB83644CEA305EC0B8DE6383A79342402122B83FEC305EC0F9010E56A2934240FC434AE1F2305EC0843B63958D9342405C33BDD6F5305EC0D7319E9183934240A9801DD8FA305EC07136D5C17D9342405A8A51CB04315EC036919141769342408B5DF9830E315EC00327225F6E9342406F3790B90F315EC0D4A4B7CA6B934240A03172C30F315EC0611AFF2A6993424011DB99B0F3305EC0CE3D77D92693424095F75567F1305EC0B8C9520323934240,Hereford,H-22,66 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E61000000100000001030000000100000032000000BF8E33A148305EC092399C3F57934240FA4ABD0A56305EC0FAA29BC966934240D168B12A61305EC0D8DAC12E739342401F55898068305EC0EBF34BDD799342406C8624966E305EC00BA030917E93424075A6A82671305EC0FC6A146A7F9342405B5FCCFA72305EC0FFD5E97B8293424089640A5C73305EC0C691CD7F88934240722D7C9D73305EC086BDF6A992934240112D4A7474305EC01670238B9D9342401CDA52D874305EC0965B1CCFA2934240E701A95376305EC0D38A0645A9934240FAA84C267B305EC0D93BFED3AF934240B8CA1F627F305EC08EDBCBF5B2934240967A775785305EC0063606B7B7934240C33EE38791305EC0E3E6E585BB934240BCF7614897305EC0A3520865BE934240549ED7CC9E305EC07DD49646C1934240AE3CEF7AA2305EC0D24160EAC59342400164813DA5305EC013753765C993424036A234FBA7305EC099DD05E7C9934240D46477A595305EC0990BB4303F934240AE84534694305EC0CAD656E33C9342408AE0C27C8F305EC0BD608F3314934240643B5FAB8D305EC0DD43D261109342404029BE548C305EC0F85FB3D40B934240F62C360078305EC0849C03CA699242408045B3B076305EC02DBF165D63924240DB5E9E9475305EC022C42F325F924240CA0D95AB73305EC0B1A64CF85D924240B08FCAFE70305EC0ACD29A9E64924240E36298686C305EC0688976D26D924240D731146B65305EC04E089ED67E924240431637FA56305EC02DD07AEB9892424065C46AC248305EC0355279C2B3924240DAEC3B1744305EC0157337CEBE9242409F3F6CD342305EC085F42822C5924240E938EF7D42305EC071B33ADFCB924240C85FFE4742305EC013B2AC1DDA9242409EE8A4C242305EC035D24EEAEC924240F9E423E341305EC0A4E4C74208934240580F8B8C41305EC0FA3549201F934240E9E7712444305EC09223F7D92D93424048949DE944305EC08B27D42139934240680AE7D244305EC0A0A52C213F934240B0EBE89143305EC0A27D32B5449342404909DB8C42305EC079087E4B4A9342405145CED243305EC09B8CB3904F934240DA47DD6645305EC08D9F29C053934240BF8E33A148305EC092399C3F57934240,Hereford,H-24,89.6 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E6100000010000000103000000010000002000000096222760A4305EC082E597138B9042407E95A8BA79305EC0E7355D18BC9042407797E41278305EC0BFF25C28BD904240DFBE3A1874305EC0638DCC01BD90424065F2577372305EC02505CD51BD904240C4AB28AA3B305EC09270CD60FB9042404F4D250743305EC0A4669248049142405093610D51305EC06EC342111691424003E34CBC57305EC02A1958721D914240838D934C5B305EC0DA65C2E421914240A0061E815E305EC0CD1104E426914240EA19D4B261305EC0287D30A32C914240877DE02D64305EC0FCE9771B339142400B666B0366305EC0DFCA58CD359142408EE19EA46A305EC0980E62AA319142408E3B5197A3305EC0AA3BA8EFEF9042401F03EF69A7305EC043E978D4EA904240B3EA84EEA7305EC0FF4C4A79E79042404844EBF7A7305EC0DA7FFE18D5904240FC518956A7305EC0588DB732D09042401640C1C5A2305EC07DE53F26C8904240C49F48A8A1305EC061F2515BC49042401199B22FA2305EC088994B40C0904240C0D8155EA5305EC05FC6C0FEB69042408B5C34E1A5305EC0C7169B03B49042404FA42EF2A5305EC083C41684AF904240483087CBA5305EC0D9A76CE2A99042403146A7EAA5305EC0FF854FA3A19042407BA0617DA6305EC04CB89A889A9042405D27DA6BA6305EC0BCE18A478F90424013157738A6305EC0EFB584058D90424096222760A4305EC082E597138B904240,Hereford,H-25S,39.3 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E61000000100000001030000000100000021000000240F02FA56305EC05AAEE907169242403CC7BA97FF2F5EC07FBFB93B4291424090A9166CFE2F5EC026A56630429142409BBE8512F92F5EC0A868D57C4F914240A2572C13F82F5EC0E1843A9353914240282160C6F72F5EC0CB971FD167914240F8AE39EEF12F5EC0DDFBE97996914240778FE004EE2F5EC02235CC54B19142402C68F737EA2F5EC04E1F89B0C491424018F98AA8E82F5EC0F542A621CF914240535D3C93E82F5EC010FB0CC1D4914240295D976DE92F5EC001759869DA914240D1A43DF3EC2F5EC0BD212AE0E0914240B69E211CF32F5EC0FEEF67FCEB914240BA49B148F82F5EC06C0FD65AF3914240414EB1CDFA2F5EC06A2A9333F7914240B1BFEC9EFC2F5EC014DC5905FB914240B05BA19BFF2F5EC0B07FCFF605924240B6A2AC6305305EC0998BCFCF1A9242409FF4324809305EC0565925A229924240616387C60D305EC01A00478E36924240DD5EF32616305EC072A7118643924240CBF1AF8A1C305EC0DF09ACD24C9242400D1E646121305EC00BBAD64152924240350B511129305EC099B8972C55924240237CD6D22F305EC0CDBE3CAE579242403004AD7E34305EC0E501B89B58924240B36853D839305EC0454B1E4F4B9242406E0178763F305EC0359912C53B924240FED9EACD43305EC063E5E14E33924240F1AFCCF84A305EC0FC5924D42992424039CD0A5E57305EC016D4E04B1B924240240F02FA56305EC05AAEE90716924240,Hereford,H-28,68.2 acre,#FF0000,1,medium,#FF0000,0.8,Fallow
0106000020E61000000100000001030000000100000034000000FEA902FF652A5EC047F209975D8F4240F9C3C70EC72A5EC0982B8BDB4B90424051D6F35ECA2A5EC00D1247C34E904240973BAF88CC2A5EC000474C9A50904240D283ABD1E52A5EC0B58D3F51599042408FE16F83F32A5EC02E35E785609042406465C956F62A5EC0E6E69F0962904240B7681A77F72A5EC0F9028AC35F9042400DF736A2E02A5EC02AC2139B0B90424076819A73D32A5EC092572935E28F4240C2AE1EDED02A5EC0EC208688E18F42406466553ACE2A5EC09C3C9FE0E68F42404EFA52AACA2A5EC01D4CD41CEA8F42401DB44FAEC62A5EC0D689B254EA8F4240614305C1C22A5EC0909913CDE68F4240C216DC8BBF2A5EC0A4E89A2CE28F424090E93B85BD2A5EC065BE07D8DC8F4240D2512F74BC2A5EC02D62120DD68F42402FB9F6AABA2A5EC0EF59B65AD08F4240A81F9229B82A5EC074055FC1CB8F4240E5B8CF01B42A5EC00B936FD7C78F4240334A9F6FAE2A5EC0C5D42B9FC48F4240B352B59BA82A5EC05B2B56E4C28F42405C46C1BEA32A5EC003933C53BF8F4240A5A9B769A02A5EC078D199ACB88F424053F5021E9E2A5EC0702AEF36B18F4240714F80F69D2A5EC0BF7E67FFAC8F4240DFEA52869E2A5EC0A09CD3F2A48F4240EA18C2F79F2A5EC0037677959C8F4240491A1682A02A5EC0485A01F0958F42401AB3BA0F9F2A5EC004E21A44908F42407597FE049B2A5EC002F7FA62888F4240128D07BE962A5EC01DEDF28C818F42404ED1704E952A5EC0DFD4722D7B8F4240100B316E952A5EC0B941821C738F4240D1E97937962A5EC0059885B86A8F4240CB662F57962A5EC0518B7FA7628F4240BAFED966952A5EC0AF5DDA70588F42405846B803942A5EC072A55CE94E8F4240607D97AD902A5EC08A9DDFE6438F4240007414F78A2A5EC0677B57B1368F42403907B6E7852A5EC0C50D8D612D8F42408B71BC0A822A5EC0E1C54EBA258F424011704A717C2A5EC09A9EC961248F424058D1B4FE752A5EC0AC590452248F4240F89793066D2A5EC0064F19E6218F424057D526A9672A5EC0D2F9D78F208F4240EBBE29CD622A5EC0324189A61E8F42405A856AD65B2A5EC057F180911B8F42401C258EC0482A5EC0C90546E20E8F4240B86555BE462A5EC0867CC842118F4240FEA902FF652A5EC047F209975D8F4240,Pick Anderson,P-40,63.1 acre,#FF0000,1,medium,#FF0000,0.8,Tomato
0106000020E6100000010000000103000000010000001B0000000D391158142F5EC02819CE6F7790424022FAB5F5132F5EC0E9BCDFCB7190424009A448E7112F5EC0927CA1576E90424058E500C90D2F5EC066321CCF67904240C7574CB60B2F5EC09695C37A659042408691DA9B0A2F5EC08D73C4EF60904240BCF338CA092F5EC0A9A59807599042405ED79202092F5EC013677F7F4E904240EFBE74A4042F5EC01AC76193299042404F464BD4012F5EC0660AC6560A9042408C687DC2002F5EC0DA1A118C03904240E91F8EBFFE2E5EC0FC9F2E18FD8F424032A96762F62E5EC06BA79CE5E88F4240D18A357DF22E5EC0569C491FE38F424033E29FA5ED2E5EC0E2C2AA0FDE8F42404EAA85ABE62E5EC0AE2A3DCBDA8F42404BE4066CDC2E5EC0337FB706D78F42409BAD9BD6D62E5EC0FEB9E48FD48F4240C237A858D02E5EC0F59B2E30D08F4240D4FD7303CB2E5EC04A05BA9BCC8F4240DCD09C0EC72E5EC045D8F0F4CA8F42405BEA83D9C22E5EC098899E6BCA8F424064B8539DC22E5EC0610EED29DA8F42404978AD4AC32E5EC08883631AF6904240E5A40770002F5EC0852AD250E5904240B83E8B29012F5EC0CDB9EBD7E39042400D391158142F5EC02819CE6F77904240,Kreyenhagen,K-07,85.5 acre,#FF0000,1,medium,#FF0000,0,Tomato
0106000020E6100000010000000103000000010000004C000000470EE8F3DA325EC0231BD75A509542406FB40430DA325EC043BD68934C954240C495F742A1325EC079C5C25D1795424001B8104B98325EC06C8110BD1F954240AFCFB60390325EC04598300E25954240E79219268A325EC079EE2D9625954240CD228BF485325EC0FB5A0FEE23954240299598B582325EC08D29F68E219542402BEE9F8B7F325EC0358D71901995424087C4C9A77E325EC01CB389470E9542403279743E7F325EC0F417DE0C06954240EC7D49FB80325EC089993B5DFF944240A37B229E83325EC0353F4756FB9442407E5EFE4386325EC0F9D3E99AFA944240F2AA3AF289325EC0EEC8BB32FB9442403979EB718B325EC04FDD55ECF89442404D52DDF488325EC0EDAB57D4F29442406D5E6B4879325EC03F37DCD1CC944240FD427FF177325EC09B82E544C8944240A0F1298878325EC0B6033A0AC094424021CC21297C325EC0C71F670B989442409EEBB2B37F325EC04341060C76944240D61201C97F325EC010B98C576494424087945CB47F325EC06689BD89359442403B83001739325EC047D102C62B944240532F23BE36325EC0A3DE8C0F2C9442402AECFF8935325EC09E2C1A442E944240AADD7A0336325EC0938224F4319442404F4375E236325EC02A7EA47C3694424040C8811E3A325EC0BC01B99B39944240F5337A703F325EC0AD5BD14E3E944240B04755A842325EC0FF66C58D429442400836891646325EC0AEE0CE4E48944240171C5A8848325EC01F5C8766519442405297C5E34A325EC05EDD9F7D60944240BF30C67F4D325EC0842DDD4B72944240F27470B04E325EC076FBFF227D9442408924FB344C325EC0C1D05DA08A9442405BC5C6F248325EC0D8CC5942A9944240E22C92D248325EC07D8873E1B19442406DBF83D849325EC07B619B0BBC94424022F86E924D325EC057022DB0D59442408E5C565950325EC089B7E836EC944240C8EEDAB152325EC0B46D6802F89442402C467DF556325EC077C82BF708954240D45EA8A260325EC04A4CB25424954240822ABB4672325EC03B2E33157C9542407F043DE075325EC0E697F95786954240B6012F3777325EC004A3F0E48A9542406F83EB5C77325EC04E3111F294954240E64CDDD07A325EC095EE3833999542402DEFE11D7E325EC066ECB7D297954240FE6634A881325EC0133A90149695424009216C038D325EC09F03B9A08E9542402F00A8B994325EC0F90E0F418D954240A10633AD99325EC0D968A4F98D95424064F19CDA9D325EC0188BA0C19095424086464F94A1325EC0992141659295424044A945F6A2325EC07D4200E78F954240ED044CDEA4325EC0029A32B98D954240DFF1034DA6325EC039B1BBE68B954240898AABE8AA325EC051575632819542401407225FAD325EC0EC640F157D95424058A5CA04B0325EC0AD52264E78954240D4F2AE94B3325EC0E40A071075954240726D31FAB5325EC0CF16C366719542401E5A779BB8325EC0715038B46995424032E5D195BA325EC0C74A58B266954240DAB8E135BD325EC00735466B6395424002BA6888C0325EC07FC6DC8A609542404E06B90BC4325EC094D95FAC609542409E345D01C8325EC089DD1E52629542401F28F66ECC325EC08B237CFC63954240F6AA10B9CF325EC088DCD35B639542409E8CAAC5D2325EC09E3F610D5F954240470EE8F3DA325EC0231BD75A50954240,Hereford,H-06,97.5 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
0106000020E610000001000000010300000001000000150000009FA0DA147F325EC0C0324A0C33944240897A160E80325EC0AC07CE8932944240BDD5C05280325EC0E74C60BA2F944240B4BCC17B80325EC088D20AF11694424048BBFB6B7F325EC04394A0660F944240E87D6D6C7D325EC073BC42D3079442403F71B1617B325EC009D2953F039442400D9926FC78325EC039B8956AFF934240C95EA85276325EC0684601AFFC934240D2E2F73E45325EC0F7E96C62D19342407D10932718325EC0702D2CB1A893424097B2909C12325EC0688ADC3BA39342403169FE0B10325EC0AC4C4063A29342407C6ABFDA03325EC0FF5C670EA3934240BC7C192B19325EC0D8C7FC9CE3934240E91AB8291C325EC09972CE19E79342405907F0AC2D325EC0B4B72EF91D94424065700AB92F325EC037BCEF2C22944240F7A485BA31325EC0362BB58A26944240CFF2417135325EC0F55D6DEE289442409FA0DA147F325EC0C0324A0C33944240,Hereford,H-08,38.5 acre,#FF0000,1,medium,#FF0000,0.8,Cotton Pima
